5.00E-005,-0.0537813
1.00E-004,-0.0538125
1.50E-004,-0.0537813
2.00E-004,-0.05375
2.50E-004,-0.053875
3.00E-004,-0.0538125
3.50E-004,-0.05375
4.00E-004,-0.0537813
4.50E-004,-0.0538125
5.00E-004,-0.0538125
5.50E-004,-0.0538125
6.00E-004,-0.0537813
6.50E-004,-0.05375
7.00E-004,-0.0536875
7.50E-004,-0.05375
8.00E-004,-0.0537813
8.50E-004,-0.0537813
9.00E-004,-0.0537813
9.50E-004,-0.0538438
1.00E-003,-0.0538125
1.05E-003,-0.0538438
1.10E-003,-0.0538438
1.15E-003,-0.0537813
1.20E-003,-0.0538125
1.25E-003,-0.0537813
1.30E-003,-0.0537813
1.35E-003,-0.0537813
1.40E-003,-0.0538125
1.45E-003,-0.0538438
1.50E-003,-0.0538125
1.55E-003,-0.0538438
1.60E-003,-0.0537813
1.65E-003,-0.0538438
1.70E-003,-0.0537813
1.75E-003,-0.0538438
1.80E-003,-0.05375
1.85E-003,-0.05375
1.90E-003,-0.05375
1.95E-003,-0.05375
2.00E-003,-0.0537813
2.05E-003,-0.0537813
2.10E-003,-0.0538125
2.15E-003,-0.0537188
2.20E-003,-0.0537813
2.25E-003,-0.053875
2.30E-003,-0.0538125
2.35E-003,-0.0537813
2.40E-003,-0.053875
2.45E-003,-0.0537813
2.50E-003,-0.0538125
2.55E-003,-0.0537813
2.60E-003,-0.0538438
2.65E-003,-0.0537813
2.70E-003,-0.0537813
2.75E-003,-0.0538438
2.80E-003,-0.0537813
2.85E-003,-0.0538125
2.90E-003,-0.05375
2.95E-003,-0.0538125
3.00E-003,-0.0537813
3.05E-003,-0.05375
3.10E-003,-0.05375
3.15E-003,-0.0538125
3.20E-003,-0.0537188
3.25E-003,-0.05375
3.30E-003,-0.0537813
3.35E-003,-0.05375
3.40E-003,-0.0537813
3.45E-003,-0.0538125
3.50E-003,-0.0537813
3.55E-003,-0.0538125
3.60E-003,-0.0537813
3.65E-003,-0.0537188
3.70E-003,-0.0538125
3.75E-003,-0.0538125
3.80E-003,-0.0537813
3.85E-003,-0.05375
3.90E-003,-0.05375
3.95E-003,-0.0538125
4.00E-003,-0.0538125
4.05E-003,-0.0537813
4.10E-003,-0.0538125
4.15E-003,-0.0538125
4.20E-003,-0.0537813
4.25E-003,-0.0537813
4.30E-003,-0.05375
4.35E-003,-0.0537813
4.40E-003,-0.05375
4.45E-003,-0.0538125
4.50E-003,-0.0538438
4.55E-003,-0.0538125
4.60E-003,-0.0537813
4.65E-003,-0.0537813
4.70E-003,-0.0537188
4.75E-003,-0.05375
4.80E-003,-0.0537188
4.85E-003,-0.0538438
4.90E-003,-0.0538438
4.95E-003,-0.0537813
5.00E-003,-0.0538125
5.05E-003,-0.0538125
5.10E-003,-0.0538125
5.15E-003,-0.0537813
5.20E-003,-0.0538125
5.25E-003,-0.0538125
5.30E-003,-0.0538125
5.35E-003,-0.0537813
5.40E-003,-0.05375
5.45E-003,-0.05375
5.50E-003,-0.05375
5.55E-003,-0.0538125
5.60E-003,-0.0537188
5.65E-003,-0.0537813
5.70E-003,-0.0537813
5.75E-003,-0.0537813
5.80E-003,-0.0538125
5.85E-003,-0.0536563
5.90E-003,-0.0537813
5.95E-003,-0.05375
6.00E-003,-0.0537813
6.05E-003,-0.0537813
6.10E-003,-0.05375
6.15E-003,-0.05375
6.20E-003,-0.05375
6.25E-003,-0.05375
6.30E-003,-0.0537813
6.35E-003,-0.0536875
6.40E-003,-0.0537813
6.45E-003,-0.05375
6.50E-003,-0.0537813
6.55E-003,-0.05375
6.60E-003,-0.05375
6.65E-003,-0.053875
6.70E-003,-0.0537188
6.75E-003,-0.05375
6.80E-003,-0.05375
6.85E-003,-0.05375
6.90E-003,-0.0538125
6.95E-003,-0.05375
7.00E-003,-0.05375
7.05E-003,-0.0538438
7.10E-003,-0.0537813
7.15E-003,-0.05375
7.20E-003,-0.0538438
7.25E-003,-0.05375
7.30E-003,-0.0537188
7.35E-003,-0.0537813
7.40E-003,-0.0538125
7.45E-003,-0.0537813
7.50E-003,-0.0537188
7.55E-003,-0.0537813
7.60E-003,-0.05375
7.65E-003,-0.05375
7.70E-003,-0.0537813
7.75E-003,-0.0538438
7.80E-003,-0.0537813
7.85E-003,-0.0537188
7.90E-003,-0.0537813
7.95E-003,-0.0537813
8.00E-003,-0.0537813
8.05E-003,-0.0538125
8.10E-003,-0.0538438
8.15E-003,-0.0537813
8.20E-003,-0.0538125
8.25E-003,-0.05375
8.30E-003,-0.0537813
8.35E-003,-0.0536875
8.40E-003,-0.0538125
8.45E-003,-0.05375
8.50E-003,-0.05375
8.55E-003,-0.0538438
8.60E-003,-0.05375
8.65E-003,-0.0536875
8.70E-003,-0.05375
8.75E-003,-0.0538125
8.80E-003,-0.0536875
8.85E-003,-0.05375
8.90E-003,-0.0536875
8.95E-003,-0.0537188
9.00E-003,-0.0537188
9.05E-003,-0.0537188
9.10E-003,-0.0536875
9.15E-003,-0.0537813
9.20E-003,-0.0538125
9.25E-003,-0.0538438
9.30E-003,-0.05375
9.35E-003,-0.0538125
9.40E-003,-0.0538125
9.45E-003,-0.0537188
9.50E-003,-0.05375
9.55E-003,-0.05375
9.60E-003,-0.0538125
9.65E-003,-0.0537188
9.70E-003,-0.05375
9.75E-003,-0.05375
9.80E-003,-0.0537813
9.85E-003,-0.05375
9.90E-003,-0.0536875
9.95E-003,-0.0536875
1.00E-002,-0.0537813
1.01E-002,-0.0537188
1.01E-002,-0.0538125
1.02E-002,-0.0537188
1.02E-002,-0.05375
1.03E-002,-0.0538125
1.03E-002,-0.0537813
1.04E-002,-0.0537188
1.04E-002,-0.0537813
1.05E-002,-0.0537813
1.05E-002,-0.05375
1.06E-002,-0.0537813
1.06E-002,-0.0538125
1.07E-002,-0.0537813
1.07E-002,-0.0537813
1.08E-002,-0.05375
1.08E-002,-0.0537188
1.09E-002,-0.0537813
1.09E-002,-0.0537813
1.10E-002,-0.0537813
1.10E-002,-0.0537813
1.11E-002,-0.0537813
1.11E-002,-0.05375
1.12E-002,-0.05375
1.12E-002,-0.05375
1.13E-002,-0.0538125
1.13E-002,-0.0537813
1.14E-002,-0.0537813
1.14E-002,-0.0537813
1.15E-002,-0.0537813
1.15E-002,-0.05375
1.16E-002,-0.05375
1.16E-002,-0.0537813
1.17E-002,-0.0538438
1.17E-002,-0.05375
1.18E-002,-0.05375
1.18E-002,-0.05375
1.19E-002,-0.0537813
1.19E-002,-0.0537813
1.20E-002,-0.0538125
1.20E-002,-0.05375
1.21E-002,-0.0538125
1.21E-002,-0.0538125
1.22E-002,-0.0538125
1.22E-002,-0.0537813
1.23E-002,-0.05375
1.23E-002,-0.0537188
1.24E-002,-0.0536875
1.24E-002,-0.05375
1.25E-002,-0.0537188
1.25E-002,-0.0536875
1.26E-002,-0.05375
1.26E-002,-0.0536875
1.27E-002,-0.0537813
1.27E-002,-0.0537188
1.28E-002,-0.05375
1.28E-002,-0.0537813
1.29E-002,-0.0537813
1.29E-002,-0.05375
1.30E-002,-0.0537188
1.30E-002,-0.05375
1.31E-002,-0.0537813
1.31E-002,-0.0537813
1.32E-002,-0.05375
1.32E-002,-0.0537188
1.33E-002,-0.0537813
1.33E-002,-0.0537188
1.34E-002,-0.0537813
1.34E-002,-0.0536875
1.35E-002,-0.05375
1.35E-002,-0.0538125
1.36E-002,-0.05375
1.36E-002,-0.05375
1.37E-002,-0.0537188
1.37E-002,-0.0537813
1.38E-002,-0.0538125
1.38E-002,-0.0537813
1.39E-002,-0.0536875
1.39E-002,-0.0537188
1.40E-002,-0.05375
1.40E-002,-0.05375
1.41E-002,-0.0537813
1.41E-002,-0.05375
1.42E-002,-0.0537813
1.42E-002,-0.0538438
1.43E-002,-0.05375
1.43E-002,-0.05375
1.44E-002,-0.0537813
1.44E-002,-0.0537813
1.45E-002,-0.0537813
1.45E-002,-0.05375
1.46E-002,-0.0538125
1.46E-002,-0.05375
1.47E-002,-0.05375
1.47E-002,-0.0537813
1.48E-002,-0.0537188
1.48E-002,-0.0537813
1.49E-002,-0.0537813
1.49E-002,-0.0538125
1.50E-002,-0.0537813
1.50E-002,-0.0537813
1.51E-002,-0.053875
1.51E-002,-0.0538125
1.52E-002,-0.0538438
1.52E-002,-0.0537188
1.53E-002,-0.0537813
1.53E-002,-0.0537813
1.54E-002,-0.0537188
1.54E-002,-0.0537813
1.55E-002,-0.0537188
1.55E-002,-0.0538125
1.56E-002,-0.05375
1.56E-002,-0.0538125
1.57E-002,-0.0537813
1.57E-002,-0.05375
1.58E-002,-0.05375
1.58E-002,-0.0537813
1.59E-002,-0.0537188
1.59E-002,-0.0537188
1.60E-002,-0.05375
1.60E-002,-0.0537813
1.61E-002,-0.05375
1.61E-002,-0.0537188
1.62E-002,-0.0537813
1.62E-002,-0.05375
1.63E-002,-0.05375
1.63E-002,-0.05375
1.64E-002,-0.0537188
1.64E-002,-0.05375
1.65E-002,-0.0537188
1.65E-002,-0.0537188
1.66E-002,-0.0537188
1.66E-002,-0.0537188
1.67E-002,-0.05375
1.67E-002,-0.0536875
1.68E-002,-0.0537813
1.68E-002,-0.05375
1.69E-002,-0.0537188
1.69E-002,-0.05375
1.70E-002,-0.0538125
1.70E-002,-0.05375
1.71E-002,-0.0536875
1.71E-002,-0.0537813
1.72E-002,-0.0537813
1.72E-002,-0.05375
1.73E-002,-0.05375
1.73E-002,-0.0537188
1.74E-002,-0.0537188
1.74E-002,-0.0537188
1.75E-002,-0.0537188
1.75E-002,-0.05375
1.76E-002,-0.0537188
1.76E-002,-0.0537188
1.77E-002,-0.05375
1.77E-002,-0.0537188
1.78E-002,-0.05375
1.78E-002,-0.05375
1.79E-002,-0.0537813
1.79E-002,-0.0538125
1.80E-002,-0.05375
1.80E-002,-0.05375
1.81E-002,-0.0537813
1.81E-002,-0.0537813
1.82E-002,-0.0537188
1.82E-002,-0.0537813
1.83E-002,-0.0537813
1.83E-002,-0.0537188
1.84E-002,-0.0537188
1.84E-002,-0.0537813
1.85E-002,-0.05375
1.85E-002,-0.0538125
1.86E-002,-0.0537813
1.86E-002,-0.0537188
1.87E-002,-0.0536875
1.87E-002,-0.05375
1.88E-002,-0.0537813
1.88E-002,-0.0538125
1.89E-002,-0.0537188
1.89E-002,-0.0537188
1.90E-002,-0.0536563
1.90E-002,-0.0538125
1.91E-002,-0.0537813
1.91E-002,-0.05375
1.92E-002,-0.05375
1.92E-002,-0.0538438
1.93E-002,-0.05375
1.93E-002,-0.0537188
1.94E-002,-0.05375
1.94E-002,-0.05375
1.95E-002,-0.0537813
1.95E-002,-0.0538125
1.96E-002,-0.0537813
1.96E-002,-0.0536563
1.97E-002,-0.0538125
1.97E-002,-0.05375
1.98E-002,-0.0537813
1.98E-002,-0.0537813
1.99E-002,-0.0537813
1.99E-002,-0.0538438
2.00E-002,-0.0538125
2.00E-002,-0.0538125
2.01E-002,-0.0537813
2.01E-002,-0.0537813
2.02E-002,-0.05375
2.02E-002,-0.0537188
2.03E-002,-0.0537188
2.03E-002,-0.0537813
2.04E-002,-0.0537188
2.04E-002,-0.0537188
2.05E-002,-0.0538125
2.05E-002,-0.0537813
2.06E-002,-0.0536875
2.06E-002,-0.0537813
2.07E-002,-0.0537813
2.07E-002,-0.0537188
2.08E-002,-0.0536875
2.08E-002,-0.05375
2.09E-002,-0.0538125
2.09E-002,-0.05375
2.10E-002,-0.0537188
2.10E-002,-0.0537813
2.11E-002,-0.0538438
2.11E-002,-0.0537813
2.12E-002,-0.0536875
2.12E-002,-0.0537188
2.13E-002,-0.0537813
2.13E-002,-0.05375
2.14E-002,-0.0537188
2.14E-002,-0.0537188
2.15E-002,-0.05375
2.15E-002,-0.0537813
2.16E-002,-0.0537188
2.16E-002,-0.0536875
2.17E-002,-0.0537813
2.17E-002,-0.0537188
2.18E-002,-0.0537188
2.18E-002,-0.05375
2.19E-002,-0.0537813
2.19E-002,-0.0537813
2.20E-002,-0.0537813
2.20E-002,-0.05375
2.21E-002,-0.0538125
2.21E-002,-0.05375
2.22E-002,-0.0537813
2.22E-002,-0.0537188
2.23E-002,-0.05375
2.23E-002,-0.0536563
2.24E-002,-0.0537188
2.24E-002,-0.0537813
2.25E-002,-0.0537188
2.25E-002,-0.0537188
2.26E-002,-0.05375
2.26E-002,-0.0537813
2.27E-002,-0.0537813
